scenario,replicate,status,q,joint_set_covered,mechanisms,proxies,boxes,effects,noise_sd,beta,L,H,optimization_seconds
nominal,147,evaluated,2.42305532399,False,"[0.2935323037429569, -0.1331541257955109, -0.02866727272394287, 0.4550012749944523, -0.5219209441808219]","[0.34968075103497853, -0.09242372765824156, -0.05167955839798136, 0.27677485728087176, -0.5184994421420202]","[[0.20429743159575195, 0.4950640704742051], [-0.23780704709746814, 0.05295959178098503], [-0.19706287783720794, 0.09370376104124523], [0.13139153784164517, 0.42215817672009837], [-0.6638827615812467, -0.3731161227027936]]","[0.2379491257194482, -0.15097752890540117, -0.0015964186854684047, 0.3740576070653058]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0123414
extrapolation,147,evaluated,2.42305532399,False,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.6438515527079783, -0.5092696018627306, -0.4230122856740385, -0.42822641771358055, 0.9534215020388017]","[[-0.7892348721472049, -0.4984682332687518], [-0.6546529213019572, -0.36388628242350407], [-0.568395605113265, -0.2776289662348119], [-0.5736097371528072, -0.28284309827435394], [0.8080381825995752, 1.0]]","[-0.23701862052852019, -0.3156540597930046, -0.17664259880873134, -0.09230100600533875]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.015365
proxy_shift,147,evaluated,2.42305532399,False,"[0.2935323037429569, -0.1331541257955109, -0.02866727272394287, 0.4550012749944523, -0.5219209441808219]","[0.4619776456190218, -0.010962931383702884, -0.09770412974605833, -0.0796779781462893, -0.5116564380644167]","[[0.3165943261797952, 0.6073609650582484], [-0.15634625082292947, 0.1344203880555237], [-0.2430874491852849, 0.047679189693168256], [-0.22506129758551588, 0.06570534129293729], [-0.6570397575036433, -0.3662731186251902]]","[0.2379491257194482, -0.15097752890540117, -0.0015964186854684047, 0.3740576070653058]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0148376000002
understated_LH,147,evaluated,2.42305532399,False,"[0.2935323037429569, -0.1331541257955109, -0.02866727272394287, 0.4550012749944523, -0.5219209441808219]","[0.34968075103497853, -0.09242372765824156, -0.05167955839798136, 0.27677485728087176, -0.5184994421420202]","[[0.20429743159575195, 0.4950640704742051], [-0.23780704709746814, 0.05295959178098503], [-0.19706287783720794, 0.09370376104124523], [0.13139153784164517, 0.42215817672009837], [-0.6638827615812467, -0.3731161227027936]]","[0.2379491257194482, -0.15097752890540117, -0.0015964186854684047, 0.3740576070653058]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0152373000001
high_noise,147,evaluated,2.42305532399,False,"[0.2935323037429569, -0.1331541257955109, -0.02866727272394287, 0.4550012749944523, -0.5219209441808219]","[0.34968075103497853, -0.09242372765824156, -0.05167955839798136, 0.27677485728087176, -0.5184994421420202]","[[0.20429743159575195, 0.4950640704742051], [-0.23780704709746814, 0.05295959178098503], [-0.19706287783720794, 0.09370376104124523], [0.13139153784164517, 0.42215817672009837], [-0.6638827615812467, -0.3731161227027936]]","[0.3099118846624079, -0.30378564849141043, 0.029118383697068873, 0.45195559505462835]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00963009999987
bounded_nuisance_bias,147,evaluated,2.42305532399,False,"[0.2935323037429569, -0.1331541257955109, -0.02866727272394287, 0.4550012749944523, -0.5219209441808219]","[0.34968075103497853, -0.09242372765824156, -0.05167955839798136, 0.27677485728087176, -0.5184994421420202]","[[0.20429743159575195, 0.4950640704742051], [-0.23780704709746814, 0.05295959178098503], [-0.19706287783720794, 0.09370376104124523], [0.13139153784164517, 0.42215817672009837], [-0.6638827615812467, -0.3731161227027936]]","[0.1779491257194482, -0.09097752890540117, -0.061596418685468404, 0.4340576070653058]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.0135427
nominal,148,evaluated,2.59485203613,True,"[-0.623368305522805, 0.6374363948538306, -0.483783217942376, -0.6116582078806888, -0.5083671742771771]","[-0.602756953261341, 0.6291928176220573, -0.47941171452261455, -0.6778712261171986, -0.43219947604485703]","[[-0.7584480754294061, -0.447065831093276], [0.47350169545399223, 0.7848839397901223], [-0.6351028366906796, -0.32372059235454953], [-0.8335623482852637, -0.5221801039491336], [-0.5878905982129221, -0.276508353876792]]","[-0.2572383441133004, 0.639977714651951, -0.3386048263036102, -0.27659438160805894]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0589686000001
extrapolation,148,evaluated,2.59485203613,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.679388647738536, -0.5582435772317733, -0.3956284965802385, -0.3162130182365098, 1.0]","[[-0.835079769906601, -0.523697525570471], [-0.7139346993998383, -0.4025524550637083], [-0.5513196187483036, -0.2399373744121735], [-0.47190414040457485, -0.1605218960684448], [0.844308877831935, 1.0]]","[-0.27279377409872935, -0.10363166950562203, -0.3105487561269888, -0.15308718585999043]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0146875999999
proxy_shift,148,evaluated,2.59485203613,False,"[-0.623368305522805, 0.6374363948538306, -0.483783217942376, -0.6116582078806888, -0.5083671742771771]","[-0.5615342487384131, 0.6127056631585104, -0.47066870768309166, -0.8102972625902184, -0.2798640795802168]","[[-0.7172253709064781, -0.40584312657034805], [0.45701454099044536, 0.7683967853265754], [-0.6263598298511567, -0.31497758551502664], [-0.9659883847582834, -0.6546061404221534], [-0.43555520174828183, -0.12417295741215179]]","[-0.2572383441133004, 0.639977714651951, -0.3386048263036102, -0.27659438160805894]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0455946
understated_LH,148,evaluated,2.59485203613,True,"[-0.623368305522805, 0.6374363948538306, -0.483783217942376, -0.6116582078806888, -0.5083671742771771]","[-0.602756953261341, 0.6291928176220573, -0.47941171452261455, -0.6778712261171986, -0.43219947604485703]","[[-0.7584480754294061, -0.447065831093276], [0.47350169545399223, 0.7848839397901223], [-0.6351028366906796, -0.32372059235454953], [-0.8335623482852637, -0.5221801039491336], [-0.5878905982129221, -0.276508353876792]]","[-0.2572383441133004, 0.639977714651951, -0.3386048263036102, -0.27659438160805894]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0614421
high_noise,148,evaluated,2.59485203613,True,"[-0.623368305522805, 0.6374363948538306, -0.483783217942376, -0.6116582078806888, -0.5083671742771771]","[-0.602756953261341, 0.6291928176220573, -0.47941171452261455, -0.6778712261171986, -0.43219947604485703]","[[-0.7584480754294061, -0.447065831093276], [0.47350169545399223, 0.7848839397901223], [-0.6351028366906796, -0.32372059235454953], [-0.8335623482852637, -0.5221801039491336], [-0.5878905982129221, -0.276508353876792]]","[-0.256825892310759, 0.9112143756407067, -0.5757023385575879, -0.3202687533280397]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0452886999999
bounded_nuisance_bias,148,evaluated,2.59485203613,True,"[-0.623368305522805, 0.6374363948538306, -0.483783217942376, -0.6116582078806888, -0.5083671742771771]","[-0.602756953261341, 0.6291928176220573, -0.47941171452261455, -0.6778712261171986, -0.43219947604485703]","[[-0.7584480754294061, -0.447065831093276], [0.47350169545399223, 0.7848839397901223], [-0.6351028366906796, -0.32372059235454953], [-0.8335623482852637, -0.5221801039491336], [-0.5878905982129221, -0.276508353876792]]","[-0.3172383441133004, 0.699977714651951, -0.3986048263036102, -0.21659438160805894]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.0503833
nominal,149,evaluated,2.57515994164,True,"[-0.6580001386348727, 0.16031733630142142, 0.009758686478903877, 0.0572767015106882, -0.5242876948836606]","[-0.6515776381226385, 0.25330324998150444, -0.008676164916911314, 0.0021809823858145033, -0.553849315894449]","[[-0.8060872346208049, -0.49706804162447205], [0.09879365348333802, 0.40781284647967087], [-0.16318576141507773, 0.1458334315812551], [-0.15232861411235193, 0.1566905788839809], [-0.7083589123926154, -0.39933971939628254]]","[-0.19886751084537704, 0.14294016343569166, 0.0026164069961889516, 0.17137689272623205]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0473648
extrapolation,149,evaluated,2.57515994164,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.6935774994877657, -0.4570140863199169, -0.41843485139581515, -0.3050957191248737, 0.9204383789892115]","[[-0.8480870959859321, -0.5390679029895993], [-0.6115236828180833, -0.3025044898217505], [-0.5729444478939816, -0.26392525489764873], [-0.45960531562304013, -0.15058612262670729], [0.7659287824910451, 1.0]]","[-0.20695668239750695, -0.20021073284079607, -0.19526737447969142, 0.004776685659035773]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0145047000001
proxy_shift,149,evaluated,2.57515994164,False,"[-0.6580001386348727, 0.16031733630142142, 0.009758686478903877, 0.0572767015106882, -0.5242876948836606]","[-0.6387326370981701, 0.4392750773416704, -0.0455458677085417, -0.10801045586393287, -0.6129725579160257]","[[-0.7932422335963365, -0.48422304060000365], [0.28476548084350395, 0.5937846738398368], [-0.2000554642067081, 0.10896372878962472], [-0.2625200523620993, 0.04649914063423355], [-0.7674821544141921, -0.45846296141785925]]","[-0.19886751084537704, 0.14294016343569166, 0.0026164069961889516, 0.17137689272623205]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0362163
understated_LH,149,evaluated,2.57515994164,True,"[-0.6580001386348727, 0.16031733630142142, 0.009758686478903877, 0.0572767015106882, -0.5242876948836606]","[-0.6515776381226385, 0.25330324998150444, -0.008676164916911314, 0.0021809823858145033, -0.553849315894449]","[[-0.8060872346208049, -0.49706804162447205], [0.09879365348333802, 0.40781284647967087], [-0.16318576141507773, 0.1458334315812551], [-0.15232861411235193, 0.1566905788839809], [-0.7083589123926154, -0.39933971939628254]]","[-0.19886751084537704, 0.14294016343569166, 0.0026164069961889516, 0.17137689272623205]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0743947999999
high_noise,149,evaluated,2.57515994164,True,"[-0.6580001386348727, 0.16031733630142142, 0.009758686478903877, 0.0572767015106882, -0.5242876948836606]","[-0.6515776381226385, 0.25330324998150444, -0.008676164916911314, 0.0021809823858145033, -0.553849315894449]","[[-0.8060872346208049, -0.49706804162447205], [0.09879365348333802, 0.40781284647967087], [-0.16318576141507773, 0.1458334315812551], [-0.15232861411235193, 0.1566905788839809], [-0.7083589123926154, -0.39933971939628254]]","[-0.0667808756403909, 0.2210186977540994, -0.003918341963193921, 0.44343026404430363]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.040751
bounded_nuisance_bias,149,evaluated,2.57515994164,True,"[-0.6580001386348727, 0.16031733630142142, 0.009758686478903877, 0.0572767015106882, -0.5242876948836606]","[-0.6515776381226385, 0.25330324998150444, -0.008676164916911314, 0.0021809823858145033, -0.553849315894449]","[[-0.8060872346208049, -0.49706804162447205], [0.09879365348333802, 0.40781284647967087], [-0.16318576141507773, 0.1458334315812551], [-0.15232861411235193, 0.1566905788839809], [-0.7083589123926154, -0.39933971939628254]]","[-0.25886751084537707, 0.20294016343569166, -0.057383593003811045, 0.23137689272623205]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.0433116000002
nominal,150,evaluated,2.54810884904,True,"[0.32978126190736434, 0.2687336091732522, -0.7396130025407182, -0.41586994322246906, 0.6132192925872977]","[0.3031190143918973, 0.21230466158095507, -0.713626314347154, -0.5289139182160908, 0.5214229787042899]","[[0.15023248344943876, 0.4560055453343559], [0.05941813063849652, 0.3651911925234136], [-0.8665128452896125, -0.5607397834046954], [-0.6818004491585493, -0.3760273872736323], [0.36853644776183136, 0.6743095096467484]]","[0.28819969491024605, 0.14590726142674096, -0.2430835000179557, -0.2549800105303852]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00720809999984
extrapolation,150,evaluated,2.54810884904,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.726662247515467, -0.606428947592297, -0.3740133118064357, -0.3630439749936217, 0.8582036861169922]","[[-0.8795487784579256, -0.5737757165730085], [-0.7593154785347556, -0.4535424166498385], [-0.5268998427488942, -0.22112678086397716], [-0.5159305059360803, -0.21015744405116313], [0.7053171551745336, 1.0]]","[-0.21529576644573667, -0.27624822988699493, -0.15542391655171367, -0.18859238749966173]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0162279000001
proxy_shift,150,evaluated,2.54810884904,False,"[0.32978126190736434, 0.2687336091732522, -0.7396130025407182, -0.41586994322246906, 0.6132192925872977]","[0.2497945193609632, 0.09944676639636083, -0.6616529379600254, -0.7550018682033341, 0.3378303509382744]","[[0.09690798841850465, 0.4026810503034217], [-0.05343976454609772, 0.2523332973388194], [-0.814539468902484, -0.5087664070175669], [-0.9078883991457927, -0.6021153372608756], [0.18494381999581586, 0.4907168818807329]]","[0.28819969491024605, 0.14590726142674096, -0.2430835000179557, -0.2549800105303852]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00750280000011
understated_LH,150,evaluated,2.54810884904,True,"[0.32978126190736434, 0.2687336091732522, -0.7396130025407182, -0.41586994322246906, 0.6132192925872977]","[0.3031190143918973, 0.21230466158095507, -0.713626314347154, -0.5289139182160908, 0.5214229787042899]","[[0.15023248344943876, 0.4560055453343559], [0.05941813063849652, 0.3651911925234136], [-0.8665128452896125, -0.5607397834046954], [-0.6818004491585493, -0.3760273872736323], [0.36853644776183136, 0.6743095096467484]]","[0.28819969491024605, 0.14590726142674096, -0.2430835000179557, -0.2549800105303852]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.00844600000005
high_noise,150,evaluated,2.54810884904,True,"[0.32978126190736434, 0.2687336091732522, -0.7396130025407182, -0.41586994322246906, 0.6132192925872977]","[0.3031190143918973, 0.21230466158095507, -0.713626314347154, -0.5289139182160908, 0.5214229787042899]","[[0.15023248344943876, 0.4560055453343559], [0.05941813063849652, 0.3651911925234136], [-0.8665128452896125, -0.5607397834046954], [-0.6818004491585493, -0.3760273872736323], [0.36853644776183136, 0.6743095096467484]]","[0.40360816201877275, 0.07191080165275096, -0.16993133312138312, -0.36966478552970866]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.00743499999999
bounded_nuisance_bias,150,evaluated,2.54810884904,True,"[0.32978126190736434, 0.2687336091732522, -0.7396130025407182, -0.41586994322246906, 0.6132192925872977]","[0.3031190143918973, 0.21230466158095507, -0.713626314347154, -0.5289139182160908, 0.5214229787042899]","[[0.15023248344943876, 0.4560055453343559], [0.05941813063849652, 0.3651911925234136], [-0.8665128452896125, -0.5607397834046954], [-0.6818004491585493, -0.3760273872736323], [0.36853644776183136, 0.6743095096467484]]","[0.22819969491024605, 0.20590726142674096, -0.3030835000179557, -0.19498001053038522]","[0.04, 0.06, 0.08, 0.1]","[0.06, 0.06, 0.06, 0.06]",1.2,0.6,0.00715280000009
nominal,151,evaluated,2.50882900273,True,"[0.35012734807227686, -0.3407562715896404, -0.4136860003323859, -0.3880772718173118, -0.5252603537885479]","[0.33262610119201635, -0.44507967030016043, -0.42476617628722785, -0.39225127500291496, -0.49383975112446815]","[[0.18209636102846571, 0.483155841355567], [-0.5956094104637111, -0.2945499301366098], [-0.5752959164507785, -0.2742364361236772], [-0.5427810151664656, -0.24172153483936432], [-0.6443694912880188, -0.3433100109609175]]","[0.19823402280151164, -0.18474098940571043, -0.1283813976243121, -0.16370984092195906]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0125321999999
extrapolation,151,evaluated,2.50882900273,True,"[-0.7, -0.5499999999999999, -0.39999999999999997, -0.25, 0.95]","[-0.7175012468802604, -0.65432339871052, -0.4110801759548419, -0.2541740031856032, 0.9814206026640797]","[[-0.868030987043811, -0.5669715067167098], [-0.8048531388740707, -0.5037936585469693], [-0.5616099161183925, -0.2605504357912913], [-0.4047037433491538, -0.10364426302205254], [0.8308908625005291, 1.0]]","[-0.3216191340022921, -0.254371677440228, -0.12351062948618258, -0.10729466850192232]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0103033
proxy_shift,151,evaluated,2.50882900273,False,"[0.35012734807227686, -0.3407562715896404, -0.4136860003323859, -0.3880772718173118, -0.5252603537885479]","[0.2976236074314954, -0.6537264677212006, -0.4469265281969117, -0.40059928137412126, -0.4309985457963087]","[[0.14709386726794477, 0.44815334759504605], [-0.8042562078847513, -0.5031967275576499], [-0.5974562683604623, -0.29639678803336106], [-0.5511290215376718, -0.2500695412105706], [-0.5815282859598594, -0.28046880563275806]]","[0.19823402280151164, -0.18474098940571043, -0.1283813976243121, -0.16370984092195906]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0489760999999
understated_LH,151,evaluated,2.50882900273,True,"[0.35012734807227686, -0.3407562715896404, -0.4136860003323859, -0.3880772718173118, -0.5252603537885479]","[0.33262610119201635, -0.44507967030016043, -0.42476617628722785, -0.39225127500291496, -0.49383975112446815]","[[0.18209636102846571, 0.483155841355567], [-0.5956094104637111, -0.2945499301366098], [-0.5752959164507785, -0.2742364361236772], [-0.5427810151664656, -0.24172153483936432], [-0.6443694912880188, -0.3433100109609175]]","[0.19823402280151164, -0.18474098940571043, -0.1283813976243121, -0.16370984092195906]","[0.04, 0.06, 0.08, 0.1]","[0.0, 0.0, 0.0, 0.0]",0.12,0.06,0.0125922
high_noise,151,evaluated,2.50882900273,True,"[0.35012734807227686, -0.3407562715896404, -0.4136860003323859, -0.3880772718173118, -0.5252603537885479]","[0.33262610119201635, -0.44507967030016043, -0.42476617628722785, -0.39225127500291496, -0.49383975112446815]","[[0.18209636102846571, 0.483155841355567], [-0.5956094104637111, -0.2945499301366098], [-0.5752959164507785, -0.2742364361236772], [-0.5427810151664656, -0.24172153483936432], [-0.6443694912880188, -0.3433100109609175]]","[0.10099575479692749, -0.21498434428616647, 0.008597343403322688, -0.11579917792580367]","[0.12, 0.18, 0.24, 0.30000000000000004]","[0.0, 0.0, 0.0, 0.0]",1.2,0.6,0.0106051
